ad_id,is_viewd,hour,browser,fold,site_id,site_domain,site_category,user_id,device_vendor,device_type,connection,screen width,ad height,load time (ms),attempt index,avg scroll depth in url,traffic_source
1.8909512483889E+018,0,03,facebook ios,1,85f751fd,c4e18dd6,50e219e0,98299483,2d6d7ae9,mobile,2G,320,50,423,2,68,direct
7.03628592642792E+018,0,03,facebook ios,1,f83b8be0,d600b051,3e814130,c8ea4bd2,fce66524,mobile,wifi,320,50,2333,0,57,direct
7.24729003771782E+017,1,03,facebook ios,1,1fbe01fe,f3845767,28905ebd,bde85e18,5db079b5,mobile,2G,320,50,1722,0,21,direct
8.34782572960196E+018,0,03,facebook ios,1,85f751fd,c4e18dd6,50e219e0,a69a0a12,aad45b01,mobile,wifi,320,50,2480,3,39,direct
8.90510791298211E+018,1,03,facebook ios,2,b7e9786d,b12b9f85,f028772b,4db5470b,daa861e9,mobile,wifi,320,50,2227,0,52,direct
9.87406938749189E+018,0,03,facebook ios,2,e023ba3e,75f9ddc3,f028772b,529ebb99,1f0bc64f,mobile,wifi,320,50,2043,2,68,serach
1.00751433696797E+019,0,04,facebook ios,2,0eb72673,d2f72222,f028772b,172ec62a,76dc4769,mobile,wifi,320,50,2039,2,68,serach
1.01458250843846E+019,0,04,facebook ios,2,e151e245,7e091613,f028772b,1b75c7aa,8d96a23d,mobile,2G,320,50,423,2,68,direct
1.15920230729675E+018,0,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,1ec56315,09ac067f,mobile,wifi,320,50,2493,3,17,direct
1.20803442963268E+019,1,04,facebook ios,2,34040f5c,c5206c87,3e814130,539e0c18,8b1aa260,mobile,wifi,320,50,2161,0,57,direct
1.23451769026656E+019,0,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,66a2f6cc,af7fe221,mobile,wifi,320,50,2281,3,58,social
1.29619056531657E+019,0,04,facebook ios,1,78d60190,1b32ed33,70fb0e29,b2621f59,9dd895e4,mobile,wifi,320,50,2282,3,17,social
1.32326043147748E+019,0,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e36fb4c6,ac221d6c,mobile,wifi,320,50,2493,3,17,direct
1.37486822787068E+019,1,04,facebook ios,1,1fbe01fe,f3845767,28905ebd,372c8632,5db079b5,mobile,2G,320,50,1722,0,21,serach
1.47003542887361E+018,0,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,9b494a63,d787e91b,mobile,wifi,320,50,2229,0,52,serach
1.55897071709659E+019,1,04,facebook ios,1,1fbe01fe,f3845767,28905ebd,550c366b,d5db24c3,mobile,wifi,320,50,1722,0,21,direct
1.73218457192282E+019,1,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e16dc204,f51246a7,mobile,wifi,320,50,2281,3,58,serach
1.73803789917818E+019,0,04,facebook ios,2,20e2b21c,44f61852,3e814130,b0d7d777,bd7ff5aa,mobile,wifi,320,50,2201,3,57,direct
1.75242209078924E+019,0,04,chrome,1,cf3a1767,98acf46c,50e219e0,e2c0b76e,a9b05547,tablet,wifi,320,50,1899,0,17,serach
1.83338560069669E+019,1,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,12f9f281,93a90f85,mobile,wifi,300,50,2480,3,39,social
4.09905715170305E+018,0,04,facebook ios,1,2328ee8e,7804dea6,f028772b,2bb4af67,3bb1ddd7,mobile,wifi,320,50,2083,0,11,social
5.82900058941194E+018,0,04,facebook ios,1,517b8671,ac5abf20,f028772b,6b2356c0,daa861e9,mobile,wifi,320,50,2271,0,52,serach
6.35042259435146E+018,0,04,safari,1,51a8ceda,c4e18dd6,bcf865d9,65200c15,f07e20f8,mobile,wifi,320,50,2307,3,39,social
7.44743700647899E+018,0,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,2a19df1a,2c85d13a,mobile,wifi,320,50,2201,3,57,direct
9.46704110391615E+018,1,04,facebook ios,1,85f751fd,c4e18dd6,50e219e0,56bd04b2,1ccc7835,mobile,wifi,320,50,2201,3,57,social
1.05815139902276E+019,0,05,facebook ios,1,1fbe01fe,f3845767,28905ebd,9b1fe278,ecb851b2,mobile,wifi,320,50,1722,0,21,social
1.14695782278819E+019,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,6bb7fca1,4f3e064a,mobile,wifi,320,50,2487,1,49,serach
1.2454589567708E+019,0,05,facebook ios,1,6ec06dbd,d262cf1e,f66779e6,55949801,d57111ae,mobile,2G,320,50,2496,3,77,social
1.27915802318852E+019,0,05,facebook ios,2,e7777bfa,9fb0b77c,3e814130,5b8b7cd2,8b1aa260,mobile,wifi,320,50,2161,0,57,serach
1.28997945914151E+019,0,05,facebook ios,1,c65c4fc4,a434fa42,f028772b,3837b5c6,a0f5f879,mobile,wifi,320,50,2496,3,77,serach
1.3009765248314E+019,0,05,chrome,1,84c7ba46,c4e18dd6,50e219e0,3ddeddc6,cf19f7f7,tablet,wifi,320,50,2446,3,56,serach
1.31816508095765E+019,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,c6a21b59,5347522c,mobile,2G,320,50,2494,3,12,social
1.50854004275088E+019,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,ea584f97,b7e932e7,mobile,wifi,320,50,2492,3,57,direct
1.59962424586897E+019,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,35e52d61,2de871e6,mobile,wifi,320,50,2492,3,57,direct
1.62766172165722E+019,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,262e12e4,1f0bc64f,mobile,wifi,320,50,2492,3,57,serach
1.76939389511164E+019,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,0f48279c,ab5132f6,mobile,wifi,320,50,2492,3,57,serach
1.77684415489729E+019,1,05,facebook ios,1,5b08c53b,7687a86e,3e814130,e8fb183c,4ea23a13,mobile,wifi,300,250,2162,2,67,direct
1.80397225513388E+019,0,05,facebook ios,1,f282ab5a,61eb5bc4,f028772b,e49590ab,be74e6fe,mobile,wifi,320,50,2201,3,57,direct
2.30950961438608E+018,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,f6aa4e50,f3049821,mobile,wifi,320,50,2496,3,77,social
2.79364458073973E+018,0,05,facebook ios,1,c1fcc9a1,422b8953,76b2941d,533311f1,ab145aa1,mobile,wifi,320,50,2201,3,57,serach
3.60458956236909E+018,0,05,facebook ios,1,e3c09f3a,d262cf1e,28905ebd,07b8b029,9126c8d0,mobile,wifi,320,50,2496,3,77,serach
3.77572026179358E+018,0,05,facebook ios,2,856e6d3f,58a89a43,f028772b,803a6f51,76dc4769,mobile,wifi,320,50,1800,3,77,social
5.30800229082218E+018,0,05,facebook ios,2,0a742914,510bd839,f028772b,3abe2ffe,779d90c2,mobile,wifi,320,50,2227,0,52,serach
5.72560333341372E+018,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,24545895,95a0fb49,mobile,wifi,320,50,2492,3,57,direct
6.00940247512842E+018,1,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,4bb00a8c,a9e0c3ab,mobile,wifi,320,50,2492,3,57,direct
6.24559500623585E+018,0,05,native app,1,85f751fd,c4e18dd6,50e219e0,ff8f1bbd,e1eae715,mobile,2G,320,50,2480,3,39,direct
7.22109833236059E+018,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,749399ba,d787e91b,mobile,2G,320,50,1248,2,87,direct
7.25832354099551E+018,0,05,facebook ios,2,f61eaaae,6b59f079,f028772b,7a307908,1f0bc64f,mobile,wifi,320,50,2201,3,57,direct
7.93800617689565E+018,0,05,facebook ios,2,5ee41ff2,17d996e6,f028772b,86907172,88fe1d5d,mobile,wifi,320,50,2227,0,52,serach
8.47556868447512E+018,0,05,chrome,1,f4d14b43,b3e07718,50e219e0,db599fe0,4.042E+178,tablet,wifi,320,50,479,3,77,social
8.50646756748176E+018,0,05,facebook ios,2,3281baa7,61eac15d,f028772b,16166846,4ea23a13,mobile,wifi,320,50,2039,2,68,serach
9.15317941363158E+018,0,05,facebook ios,2,d9750ee7,98572c79,f028772b,142f8a5b,0eb711ec,mobile,wifi,320,50,1993,2,67,serach
9.67636249574865E+018,0,05,facebook ios,1,85f751fd,c4e18dd6,50e219e0,49a56702,7abbbd5c,mobile,2G,320,50,2201,3,57,serach
1.09343062609828E+019,1,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,6f1a9f99,8f1db0bc,mobile,2G,300,250,2333,0,57,direct
1.12359389972816E+019,0,06,facebook ios,1,6ec06dbd,d262cf1e,f66779e6,d1f76d67,64ec8dc1,mobile,wifi,320,50,2496,3,77,direct
1.15295872280802E+019,0,06,facebook ios,1,1a5c1d83,5dddf09e,f028772b,1d351faa,0d4a3783,mobile,wifi,320,50,2492,3,57,social
1.16490925122845E+019,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,92604ee6,76dc4769,mobile,wifi,320,50,2489,1,49,social
1.19001722650536E+019,0,06,facebook ios,2,faf9c1c2,c8223ee3,f028772b,6299816,ecb851b2,mobile,wifi,320,50,2201,3,57,social
1.2539601211209E+019,0,06,facebook ios,1,1fbe01fe,f3845767,28905ebd,2c8220ed,78d9bd10,mobile,wifi,320,50,1722,0,21,direct
1.45459017854056E+018,0,06,facebook ios,1,1fbe01fe,f3845767,28905ebd,374093f6,1f0bc64f,mobile,wifi,320,50,1722,0,21,direct
1.52463832986793E+019,0,06,facebook ios,1,caa04f32,98da8086,3e814130,cb4b1d0b,2203a096,mobile,wifi,320,50,2333,0,57,social
1.52996700904213E+019,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,cb5b55d8,c1a17447,mobile,wifi,320,50,2496,3,77,social
1.60648463032313E+019,0,06,facebook ios,1,1fbe01fe,f3845767,28905ebd,eef4f262,24f6b932,mobile,wifi,320,50,1722,0,21,direct
1.76907426878434E+019,0,06,facebook ios,1,bb4524e7,d733bbc3,28905ebd,69744f0a,8a4875bd,mobile,wifi,320,50,2201,3,57,social
2.40989245421287E+018,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,6a02621d,1f0bc64f,mobile,wifi,320,50,2494,3,12,social
2.629710435138E+018,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,2c477c1d,c4c73e33,mobile,2G,320,50,2158,3,39,social
3.19449421048418E+018,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,6617e68c,aad45b01,mobile,wifi,320,50,2480,3,39,serach
5.60997641373581E+018,0,06,facebook ios,1,1fbe01fe,f3845767,28905ebd,795f94e2,d787e91b,mobile,wifi,320,50,1722,0,21,serach
5.74500942673694E+018,1,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,d442e72a,684581ce,mobile,wifi,320,50,423,2,68,serach
6.97642309388456E+018,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,4987c548,158e4944,mobile,wifi,320,50,2496,3,77,direct
7.13618481047084E+018,0,06,facebook ios,1,1fbe01fe,f3845767,28905ebd,8ab514c6,3bd9e8e7,mobile,wifi,320,50,1722,0,21,serach
7.19948047942383E+018,0,06,facebook ios,1,ac696ed4,c7dcd9d1,f66779e6,21519d9f,13555279,mobile,wifi,320,50,2492,3,57,serach
7.55729164337099E+018,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,f6aa4e50,be74e6fe,mobile,wifi,320,50,2492,3,57,social
8.05026688737433E+018,0,06,chrome,1,85f751fd,c4e18dd6,50e219e0,431b3174,373ecbe6,tablet,wifi,320,50,1722,0,21,serach
8.80907687579179E+018,0,06,facebook ios,1,85f751fd,c4e18dd6,50e219e0,5b1a38c0,b4b19c97,mobile,wifi,320,50,2480,3,39,social
1.09015166985871E+019,0,07,facebook ios,1,85f751fd,c4e18dd6,50e219e0,0d9528e6,13555279,mobile,wifi,320,50,2496,3,77,serach
1.29164489749463E+019,1,07,facebook ios,1,1fbe01fe,f3845767,28905ebd,03bd4160,711ee120,mobile,wifi,320,50,1722,0,21,serach
1.42427397786958E+019,0,07,facebook ios,1,b99a2c43,cc962a1f,f028772b,2e88cf4e,24f6b932,mobile,wifi,320,50,2201,3,57,serach
1.44671527684738E+019,1,07,facebook ios,1,1fbe01fe,f3845767,28905ebd,693bff3e,d25693ce,mobile,wifi,320,50,1722,0,21,social
1.44762124679973E+019,1,07,facebook ios,2,5ee41ff2,17d996e6,f028772b,5a1f91b6,b72d1c6e,mobile,wifi,320,50,2227,0,52,direct
1.79239368077932E+019,0,07,chrome,1,85f751fd,c4e18dd6,50e219e0,91e0a67a,a1052ecd,tablet,wifi,320,50,2495,2,77,social
1.81296900746796E+019,1,07,facebook ios,2,e151e245,7e091613,f028772b,511c4c99,4ea23a13,mobile,wifi,320,50,2201,3,57,social
2.10916147496255E+018,0,07,facebook ios,1,1fbe01fe,f3845767,28905ebd,8e88948d,8a4875bd,mobile,wifi,320,50,1722,0,21,direct
2.31837790325454E+018,0,07,facebook ios,1,1fbe01fe,f3845767,28905ebd,599dd625,553f099b,mobile,wifi,320,50,1722,0,21,direct
2.37191178276654E+018,0,07,facebook ios,2,17caea14,0dde25ec,f028772b,97c9de27,3e7932d7,mobile,wifi,320,50,2227,0,52,direct
2.43035577504001E+018,0,07,facebook ios,1,85f751fd,c4e18dd6,50e219e0,5a788c21,496515fa,mobile,3G,320,50,1895,0,1,social
2.46293513811534E+018,0,07,facebook ios,1,1fbe01fe,f3845767,28905ebd,1251e951,d25693ce,mobile,wifi,320,50,1722,0,21,social
2.79264362418749E+018,0,07,facebook ios,1,85f751fd,c4e18dd6,50e219e0,dda84db3,fd235d3a,mobile,wifi,320,50,2424,1,29,serach
2.94578155528217E+018,0,07,facebook ios,1,bb4524e7,d733bbc3,28905ebd,31adc760,76dc4769,mobile,wifi,320,50,2478,3,77,direct
3.19140024947258E+018,0,07,facebook ios,2,d9750ee7,98572c79,f028772b,c89cfc5a,8a4875bd,mobile,wifi,320,50,1722,0,21,social
4.15048531578054E+018,0,07,facebook ios,1,85f751fd,c4e18dd6,50e219e0,b2cd9eff,d2a171bf,mobile,wifi,320,50,2492,3,57,direct
6.20398747347294E+017,0,07,facebook ios,1,d9750ee7,98572c79,f028772b,aa42be81,1f0bc64f,mobile,wifi,320,50,2043,2,68,social
6.2509729080162E+018,0,07,facebook ios,1,1fbe01fe,f3845767,28905ebd,372c8632,8a4875bd,mobile,wifi,320,50,1722,0,21,social
6.67481554440194E+018,0,07,chrome,1,dbf3f634,c4e18dd6,50e219e0,372c8632,0e88538f,tablet,wifi,320,50,2492,3,57,direct
6.83396153133957E+018,0,07,facebook ios,1,8.6548E+023,a434fa42,f028772b,e4d60d50,8ce34352,mobile,wifi,320,50,2283,0,5,serach
7.22205809454897E+018,0,07,facebook ios,1,7294ea0f,863fa89d,3e814130,b647f650,7abbbd5c,mobile,wifi,320,50,1973,3,77,social
7.53238405004987E+018,0,07,facebook ios,1,6399eda6,968765cd,f028772b,0813089c,a5bce124,mobile,wifi,320,50,2201,3,57,social
7.64222935361693E+018,0,07,facebook ios,2,e8f79e60,c4342784,f028772b,3b2590d5,68b6db2c,mobile,wifi,320,50,2227,0,52,serach
9.32165175001781E+018,0,07,facebook ios,1,85f751fd,c4e18dd6,50e219e0,4bc62f09,2319f641,mobile,2G,320,50,2494,3,12,serach
9.76564858230587E+018,0,07,facebook ios,1,85f751fd,c4e18dd6,50e219e0,13ad5ba2,1f0bc64f,mobile,wifi,320,50,2494,3,12,serach
1.19771871823914E+019,0,08,facebook ios,1,bb4524e7,d733bbc3,28905ebd,c0dbab5e,411c16c9,mobile,wifi,320,50,2201,3,57,direct
1.35810738342072E+019,1,08,facebook ios,2,e151e245,7e091613,f028772b,cd8d8201,945dd5c4,mobile,wifi,216,36,2281,3,58,serach
1.38547838992029E+019,0,08,facebook ios,2,5114c672,3f2f3819,3e814130,2b93f5b0,44461207,mobile,wifi,320,50,2227,0,52,direct
1.49903029094704E+016,0,08,facebook ios,1,1fbe01fe,f3845767,28905ebd,a8536f3a,8a4875bd,mobile,wifi,320,50,1722,0,21,social
1.57546062171658E+019,0,08,facebook ios,1,d8bb8687,98e6755b,3e814130,2590efe7,dc00d461,mobile,wifi,320,50,2201,3,57,social
1.58441004504221E+019,1,08,facebook ios,2,e151e245,7e091613,f028772b,a0aba1ef,779d90c2,mobile,wifi,320,50,2500,2,10,direct
1.67336062251912E+019,0,08,facebook ios,1,85f751fd,c4e18dd6,50e219e0,2c3df84c,d787e91b,mobile,wifi,320,50,2492,3,57,serach
1.80683897018007E+019,0,08,facebook ios,1,85f751fd,c4e18dd6,50e219e0,d7827f48,711ee120,mobile,3G,320,50,1722,0,21,serach
1.83382391508895E+019,0,08,facebook ios,2,2ac37fce,bfa96bef,3e814130,006e237a,68b6db2c,mobile,wifi,320,50,2227,0,52,serach
4.81466571584504E+018,0,08,facebook ios,1,85f751fd,c4e18dd6,50e219e0,15ed05b5,31f63ca2,mobile,3G,320,50,2201,3,57,serach
6.07980984169045E+017,0,08,facebook ios,1,1fbe01fe,f3845767,28905ebd,83ee5423,36d749e5,mobile,wifi,320,50,1722,0,21,social
6.51761781735889E+018,0,08,chrome,1,75f43c5a,c4e18dd6,50e219e0,91f5e883,f9ba9057,tablet,wifi,320,50,2492,3,57,social
9.35109349791999E+018,0,08,facebook ios,1,85f751fd,c4e18dd6,50e219e0,a134d1d3,fce66524,mobile,wifi,320,50,423,2,68,serach
1.10670712091979E+019,0,09,facebook ios,1,85f751fd,c4e18dd6,50e219e0,d48e5fb7,d4897fef,mobile,wifi,320,50,2493,3,17,direct
1.23165926570327E+019,1,09,facebook ios,2,e151e245,7e091613,f028772b,5e9c0a45,e9b8d8d7,mobile,wifi,320,50,1974,2,67,social
1.51499588684037E+019,0,09,facebook ios,1,85f751fd,c4e18dd6,50e219e0,5bd73d39,047b3d4d,mobile,2G,320,50,2493,3,17,social
1.6277908434458E+019,0,09,facebook ios,1,7294ea0f,863fa89d,3e814130,6ce71a88,d787e91b,mobile,wifi,320,50,1973,3,77,direct
1.62839338252974E+019,0,09,facebook ios,1,85f751fd,c4e18dd6,50e219e0,7b3f7a8c,aba190f1,mobile,wifi,320,50,2446,3,56,social
1.65239441011256E+019,0,09,facebook ios,1,b99a2c43,cc962a1f,f028772b,77f11de7,1906c924,mobile,wifi,320,50,2201,3,57,direct
1.7530717198072E+019,1,09,facebook ios,1,5b08c53b,7687a86e,3e814130,ce0c5e4c,ecb851b2,mobile,wifi,300,250,1994,2,67,serach
1.82639237643345E+018,0,09,facebook ios,2,e151e245,7e091613,f028772b,f8766db5,cd5b1559,mobile,2G,320,50,423,2,68,direct
2.92141336719894E+018,1,09,facebook ios,2,e151e245,7e091613,f028772b,0c6ec5b0,5096d134,mobile,wifi,320,50,423,2,68,social
3.47994672957065E+018,1,09,facebook ios,1,85f751fd,c4e18dd6,50e219e0,ab680404,5db079b5,mobile,2G,320,50,2500,2,10,serach
4.54483499809375E+018,0,09,facebook ios,2,e151e245,7e091613,f028772b,58f92706,1f0bc64f,mobile,wifi,320,50,2201,3,57,serach
5.51502269497363E+018,1,09,facebook ios,2,57fe1b20,5b626596,f028772b,29f2ec55,8ce34352,mobile,wifi,320,50,2338,0,21,serach
6.83574681920844E+018,0,09,facebook ios,1,85f751fd,c4e18dd6,50e219e0,8e290974,e9b8d8d7,mobile,3G,320,50,2493,3,17,social
7.53308079534411E+018,0,09,facebook ios,1,85f751fd,c4e18dd6,50e219e0,66d433f2,5096d134,mobile,wifi,320,50,2446,3,56,social
9.5192636364447E+018,0,09,facebook ios,1,85f751fd,c4e18dd6,50e219e0,c66c0bc0,1f0bc64f,mobile,wifi,320,50,576,2,68,direct
1.26731097277003E+019,0,10,other browser,2,85f751fd,c4e18dd6,50e219e0,13a3141d,ecb851b2,desktop,wifi,320,50,2449,0,9,direct
1.33414506445673E+019,1,10,facebook ios,1,85f751fd,c4e18dd6,50e219e0,2bbc97ae,4ea23a13,mobile,wifi,320,50,2229,0,52,serach
1.33711098514338E+019,0,10,facebook ios,1,85f751fd,c4e18dd6,50e219e0,ecbf8a1a,7375dd40,mobile,wifi,320,50,2500,2,10,direct
